Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,,Year,Averafe Life Expectancy at Birth
Serbia,SRB,71.58292683,72.23414634,72.28536585,72.43658537,72.68292683,72.83414634,73.38536585,73.63170732,73.88536585,73.98536585,74.33658537,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.93658537,74.47804878,72.7804878,75.48219512,,,
Sub-Saharan Africa (excluding high income),SSA,51.2619441,51.53376263,51.88907115,52.36739593,52.84661812,53.46017793,54.21136824,54.84710781,55.44886261,56.21789288,56.84569723,57.55714406,58.13948003,58.66668187,59.14134689,59.56161718,60.06772333,60.47589307,60.86196643,61.24317607,60.84749279,60.24063783,60.76310482,,,
South Sudan,SSD,46.028,46.881,47.492,50.253,50.917,51.545,52.016,52.856,53.538,53.891,54.812,54.94,55.865,55.751,54.973,55.566,55.544,55.309,55.95,55.912,55.48,54.975,55.567,,,
Sub-Saharan Africa,SSF,51.2645448,51.53632183,51.89134244,52.36952152,52.84880712,53.46219505,54.21330107,54.84902854,55.45071261,56.21961307,56.84736569,57.55861069,58.14101325,58.668043,59.1426582,59.5629817,60.06902467,60.47713846,60.86302754,61.24429052,60.84889442,60.24174346,60.76439998,,,
Small states,SST,67.21507371,67.43925744,67.54299777,67.73386842,68.01045223,68.30869905,68.62130838,68.97895158,69.35118422,69.72013658,70.19381163,70.50948128,70.83308164,71.17370559,71.45436765,71.73742744,72.06530972,72.41399844,72.63085648,72.75062706,72.54059804,71.64449844,72.16452552,,,
Sao Tome and Principe,STP,61.655,62.032,62.6,63.166,63.731,63.709,64.398,64.724,65.079,65.116,65.249,64.902,65.746,66.328,66.845,67.249,67.492,68.267,68.355,68.523,67.785,67.591,68.794,,,
Suriname,SUR,65.508,65.482,65.531,65.596,66.416,67.002,67.571,68.204,68.816,69.505,69.894,69.914,69.764,69.682,69.782,70.8,71.592,72.417,72.553,72.242,72.561,70.274,70.289,,,
Slovak Republic,SVK,73.05121951,73.40243902,73.60487805,73.60487805,73.95853659,73.90487805,74.20487805,74.20731707,74.70487805,74.9097561,75.11219512,75.95853659,76.1097561,76.41219512,76.81219512,76.56341463,77.16585366,77.16585366,77.26585366,77.66585366,76.86585366,74.61463415,77.06585366,,,
Slovenia,SVN,75.41219512,75.75853659,76.00731707,76.85853659,77.20731707,77.61219512,78.08658537,78.56097561,78.76585366,78.97073171,79.42195122,79.97073171,80.12439024,80.32195122,81.07804878,80.77560976,81.17560976,81.02926829,81.37804878,81.52926829,80.53170732,80.67560976,81.28292683,,,
Sweden,SWE,79.64390244,79.79512195,79.84634146,80.09512195,80.49756098,80.54634146,80.74878049,80.9,81.1,81.35121951,81.45121951,81.80243902,81.70487805,81.95609756,82.25365854,82.20487805,82.30731707,82.4097561,82.55853659,83.1097561,82.35609756,83.05609756,83.1097561,,,
Eswatini,SWZ,47.256,45.975,44.486,43.349,42.538,42.125,43.12,43.641,44.175,44.639,46.619,48.195,49.835,51.486,53.05,55.019,56.659,57.895,59.411,60.549,59.692,57.066,56.36,,,
Sint Maarten (Dutch part),SXM,74.514,74.522,74.858,74.148,74.24,75.542,75.926,75.417,75.742,75.441,75.132,74.684,74.608,74.917,76.773,76.954,76.598,75.03,75.131,75.437,74.584,73.972,74.409,,,
Seychelles,SYC,72.77804878,73.25365854,71.08780488,71.02926829,72.66097561,72.13170732,72.21707317,73.14390244,73.16341463,73.08292683,73.19756098,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,74.04634146,77.23658537,73.39756098,73.84878049,,,
Syrian Arab Republic,SYR,70.764,71.644,71.939,72.414,72.475,72.769,73.35,73.709,73.551,73.853,73.881,73.305,66.769,63.827,63.153,65.124,65.993,68.481,70.145,71.822,72.14,72.063,72.3,,,
Turks and Caicos Islands,TCA,73.575,74.131,75.54,75.411,76.786,77.148,76.831,75.914,76.632,77.164,76.243,76.195,77.037,77.018,77.135,76.912,76.864,76.702,76.443,75.326,75.001,74.587,74.925,,,
Chad,TCD,47.443,47.85,47.946,48.206,48.232,48.312,48.286,48.751,49.024,49.196,49.584,50.009,50.54,50.781,51.202,51.589,52.083,52.308,52.825,53.259,52.777,52.525,52.997,,,
East Asia & Pacific (IDA & IBRD countries),TEA,70.69246222,71.28838265,71.63867677,71.97946961,72.05991746,72.59736927,72.95552389,73.20366027,73.15065659,73.69942025,73.9199887,74.18704409,74.43057925,74.67384968,74.92772481,75.15214647,75.35312048,75.41573339,75.83569328,76.03665735,75.96889033,75.57119341,76.21067445,,,
Europe & Central Asia (IDA & IBRD countries),TEC,68.38115203,68.55774718,68.65237878,68.77531408,69.11397744,69.20328913,69.78997765,70.25576671,70.55786461,71.10276631,71.41672846,71.8862088,72.25926046,72.6938553,72.90782852,73.12563081,73.44179088,73.86874047,74.03828397,74.33362243,72.69159816,72.01275171,73.95449494,,,
Togo,TGO,54.742,54.86,55.311,55.639,55.569,55.962,56.222,56.511,56.695,57.011,57.304,57.925,58.073,58.684,58.853,59.396,59.55,60.154,60.244,60.901,61.035,61.619,61.588,,,
Thailand,THA,72.316,72.613,72.93,73.155,73.08,73.82,74.938,75.187,75.492,75.842,76.131,76.421,76.772,77.083,77.415,77.717,78.049,78.394,78.662,78.975,79.274,78.715,79.68,,,
Tajikistan,TJK,63.26,64.057,64.846,65.552,66.028,66.514,67.013,67.217,67.688,68.039,67.742,68.148,68.484,68.885,69.069,69.306,69.549,69.905,70.353,70.867,67.994,71.594,71.288,,,
Turkmenistan,TKM,65.026,65.156,65.385,65.746,66.075,66.068,66.499,66.895,67.407,67.958,68.293,68.567,68.722,68.74,68.614,68.782,68.777,68.916,68.796,69.002,68.687,69.264,69.41,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,71.08052489,71.33979397,71.69550137,71.88270376,72.2110747,72.59045551,72.80306351,72.9463465,73.17223254,73.38053577,73.26908174,73.76578303,73.99658654,74.25075159,74.46062715,74.52214205,74.48903005,74.6563797,74.77751484,74.97284058,72.92992868,72.07731937,73.64381042,,,
Timor-Leste,TLS,58.568,59.362,60.148,60.871,61.628,62.328,63.073,63.723,64.329,64.854,65.304,65.697,66.081,66.44,66.787,67.137,67.446,67.745,68.017,68.268,68.475,67.737,69.056,,,
Middle East & North Africa (IDA & IBRD countries),TMN,68.62333389,68.96373624,69.30874849,69.12305748,69.60811602,69.88413732,70.07191122,70.40701385,70.664525,71.00465043,71.25758184,71.50354787,71.35405194,71.37597722,71.69231407,71.95855147,72.23013228,72.74322855,72.96338906,73.11939013,72.1463762,71.88113054,72.28325412,,,
Tonga,TON,68.978,69.127,69.335,69.495,69.67,69.768,69.894,70.048,70.164,70.012,70.323,70.381,70.442,70.505,70.54,70.607,70.661,70.713,70.779,70.871,70.928,70.986,71.27,,,
South Asia (IDA & IBRD),TSA,62.89296615,63.30370735,63.77152964,64.19977294,64.54003483,64.9162981,65.37140474,65.63227682,65.96100708,66.25459145,66.75099424,67.14243659,67.63201789,68.1214015,68.6382507,69.14378351,69.60957244,69.97928938,70.25347861,70.47275497,69.74833092,67.57912905,68.16093302,,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,51.2645448,51.53632183,51.89134244,52.36952152,52.84880712,53.46219505,54.21330107,54.84902854,55.45071261,56.21961307,56.84736569,57.55861069,58.14101325,58.668043,59.1426582,59.5629817,60.06902467,60.47713846,60.86302754,61.24429052,60.84889442,60.24174346,60.76439998,,,
Trinidad and Tobago,TTO,69.102,69.646,70.488,69.729,71.076,71.308,71.256,71.652,71.47,73.126,72.725,73.278,73.716,73.962,74.215,74.503,74.281,74.23,73.802,74.228,74.406,72.971,74.708,,,
Tunisia,TUN,73.69,73.816,74.059,74.305,74.49,74.764,74.921,75.072,75.185,75.267,75.421,75.46,75.55,75.65,75.65,75.692,75.786,75.845,75.95,75.993,75.292,73.772,74.263,,,
Turkiye,TUR,71.861,72.231,72.579,72.89,73.24,73.534,73.845,74.193,74.45,74.765,75.069,74.941,75.678,76.297,76.565,76.646,76.66,77.141,77.563,77.832,75.85,76.032,78.475,,,
Tuvalu,TUV,63.499,63.543,63.58,63.631,63.693,63.836,63.928,63.931,63.948,63.949,63.978,63.974,63.964,64.008,64.025,64.06,64.108,64.148,64.212,64.278,64.382,64.547,64.854,,,
Tanzania,TZA,52.362,53.161,53.863,54.895,55.596,56.299,56.911,57.52,58.086,58.894,60.105,61.049,62.03,62.96,63.873,64.651,65.386,65.999,66.535,66.989,66.408,66.201,66.782,,,
Uganda,UGA,48.342,49.006,49.648,50.368,51.547,52.976,54.369,55.236,55.823,56.488,57.055,57.965,58.817,59.763,60.408,61.086,61.648,62.115,62.714,62.991,62.851,62.705,63.638,,,
Ukraine,UKR,67.67560976,67.83707317,68.27560976,68.21073171,68.18536585,67.95682927,68.07756098,68.22219512,68.25146341,69.19,70.26536585,70.80926829,70.94414634,71.1595122,71.18658537,71.1895122,71.47634146,71.78097561,71.58268293,71.82731707,71.18512195,69.64780488,68.58792683,,,
Upper middle income,UMC,70.68465928,71.18969047,71.49580682,71.73397096,71.89693238,72.36715299,72.69877768,72.94776619,73.11780999,73.52450016,73.79280898,74.08269708,74.38607505,74.66530971,74.93692765,75.14352789,75.32332274,75.46866927,75.83723226,76.04009151,75.25385519,74.89401588,75.69569211,,,
Uruguay,URY,75.025,75.285,75.54,75.785,76.007,76.194,76.362,76.498,76.623,76.738,76.858,76.983,77.111,77.24,77.366,77.483,77.571,77.625,77.611,77.508,78.43,75.436,78,,,
United States,USA,76.63658537,76.83658537,76.93658537,77.03658537,77.48780488,77.48780488,77.68780488,77.98780488,78.03902439,78.3902439,78.54146341,78.64146341,78.74146341,78.74146341,78.84146341,78.6902439,78.53902439,78.53902439,78.63902439,78.78780488,76.9804878,76.32926829,77.43414634,,,
Uzbekistan,UZB,65.724,66.087,66.604,67.04,67.401,67.49,67.891,68.292,68.765,68.871,69.235,69.649,69.874,69.99,70.234,70.475,70.755,71.01,71.149,71.344,70.331,70.862,71.674,,,
St. Vincent and the Grenadines,VCT,71.377,71.938,72.168,72.352,73.035,73.516,74.017,74.703,75.053,75.083,74.718,74.596,74.146,73.798,74.473,74.407,74.28,74.305,74.128,72.835,72.126,69.629,68.972,,,
"Venezuela, RB",VEN,72.478,71.201,72.662,71.94,72.514,72.782,72.742,73.058,72.436,72.579,72.89,72.913,73.036,73.196,72.853,73.006,72.058,71.943,71.979,72.161,71.095,70.554,71.105,,,
British Virgin Islands,VGB,73.966,73.846,73.891,73.986,74.251,74.723,74.88,75.039,75.007,75.26,75.428,75.486,75.532,75.574,75.612,75.675,75.724,74.785,75.831,75.863,75.849,74.494,76.373,,,
Virgin Islands (U.S.),VIR,76.6195122,77.62195122,77.52195122,77.52195122,77.77317073,77.42195122,78.32439024,76.86341463,77.16341463,77.51463415,77.86585366,78.31707317,78.51707317,78.71707317,78.86829268,79.01707317,79.16829268,79.36829268,79.5195122,79.66829268,79.8195122,80.06829268,80.3195122,,,
Viet Nam,VNM,72.462,72.647,72.801,72.98,73.135,73.271,73.319,73.436,73.411,73.498,73.513,73.692,73.704,73.775,73.855,73.876,73.938,73.963,73.976,74.093,75.378,73.618,74.58,,,
Vanuatu,VUT,68.966,69.037,69.196,69.276,69.313,69.39,69.462,69.544,69.602,69.653,69.617,69.551,69.497,69.534,69.465,69.513,69.65,69.71,69.795,69.877,70.299,70.449,70.492,,,
World,WLD,67.70052424,68.05237151,68.33338793,68.60692214,68.86237766,69.1988121,69.57129842,69.83519378,70.00607204,70.40147869,70.67112933,71.00821736,71.28424956,71.5771009,71.88068161,72.094175,72.34420067,72.54135839,72.78303635,72.97902042,72.2425046,71.32715674,71.99635238,,,
Samoa,WSM,70.746,71.019,71.276,71.496,71.696,71.754,72.021,72.1,72.155,70.066,72.249,72.26,72.167,72.391,72.463,72.515,72.54,72.59,72.636,72.157,72.768,72.767,72.598,,,
Kosovo,XKX,74.072,74.394,74.676,74.968,75.304,75.616,75.636,76.516,77.392,77.665,77.63,77.74,78.28,78.587,78.88,78.922,78.981,78.783,78.696,79.022,76.567,76.806,79.524,,,
"Yemen, Rep.",YEM,62.588,63.222,63.906,64.541,65.006,65.543,65.988,66.565,66.963,67.196,67.28,67.419,67.343,67.545,67.384,65.873,66.064,65.957,64.575,65.092,64.65,63.753,63.72,,,
South Africa,ZAF,58.47,57.261,55.666,54.331,54.043,53.98,54.278,54.992,56.022,57.447,58.899,60.651,61.846,62.533,63.38,63.95,64.747,65.402,65.674,66.175,65.252,62.341,61.48,,,
Zambia,ZMB,45.231,46.019,46.979,48.284,49.487,50.659,51.795,52.739,53.945,55.3,56.799,57.771,58.867,59.878,60.699,61.208,61.794,62.12,62.342,62.793,62.38,61.223,61.803,,,
Zimbabwe,ZWE,44.686,41.957,44.565,43.393,44.502,44.768,45.364,45.61,46.723,48.063,50.652,53.347,55.626,57.458,58.846,59.591,60.306,60.709,61.414,61.292,61.124,59.253,59.391,,,
